identifier,distributionDate,lastUpdateTime,releaseTime,createTime,geoKeywords,keywords,title,authorName,authorAffiliation,description
ICPSR01311.v1,2005-02-11,2015-04-09T03:34:39Z,2015-04-09T03:34:39Z,2015-04-09T03:34:39Z,"United States, ","campaign contributions, campaign finance, political action committees, special interest groups, United States House of Representatives, ","Incidence and Timing of PAC Contributions to Incumbent U.S. House Members, 1993-1994","Box-Steffensmeier, Janet M.",Ohio State University,"We study how donor and recipient characteristics affect the incidence and timing of PAC contributions to incumbent members of the U.S. House of Representatives during the 1993-94 election cycle. We contribute to the campaign finance literature by modeling the timing of contributions, which is important because timing affects the perception of political actors about the competitive
ness of elections and the loci of power among members of Congress, interest groups, and between members of Congress and interest groups. We estimate split population event history models to compare and contrast determinants of whether and when contributions are made across various types and sizes of PACs."
ICPSR01312.v1,2005-03-15,2015-04-09T03:12:49Z,2015-04-09T03:12:49Z,2015-04-09T03:12:49Z,"United States, ","interest rates, mortgages, ",Stock Return and Interest Rate Risk at Fannie Mae and Freddie Mac,"Schmid, Frank A.",Federal Reserve Bank of St. Louis,"Fannie Mae and Freddie Mac are government-sponsored  enterprises (GSEs) with the stated objective of promoting home  ownership by improving the availability of mortgage financing for  private households. These enterprises engage in two separate and  distinct lines of business: (1) assembling and marketing pools of  mortgages on which they guarantee the timely payments of principal and  interest and (2) purchasing mortgage assets for their own portfolio,  mostly funded with debt securities. This article examines the  sensitivity of the returns on GSEs' shares to realizations of interest  rate risk. The study shows that the market value of Fannie Mae and  Freddie Mac's equity is vulnerable to increases in short-term interest  rates and changes in the term spread (the difference between the long-term and short-term interest rates)."
ICPSR01313.v1,2005-03-15,2015-04-09T04:14:49Z,2015-04-09T04:14:49Z,2015-04-09T04:14:49Z,,"trade, ",Controlling for Heterogeneity in Gravity Models of Trade and Integration,"Cheng, I-Hui",National University of Kaohsuing-Taiwan,"This paper compares various specifications of the gravity   model of trade as nested versions of a general specification that uses   bilateral country-pair fixed effects to control for heterogeneity. For   each specification, we show that the atheoretical restrictions used   to obtain them from the general model are not supported statistically.   Because the gravity model has become the ""workhorse"" baseline model   for estimating the effects of international integration, this has   important empirical implications. In particular, we show that, unless   heterogeneity is accounted for correctly, gravity models can greatly  overestimate the effects of integration on the volume of trade."
ICPSR01314.v1,2005-11-28,2015-04-09T03:54:52Z,2015-04-09T03:54:52Z,2015-04-09T03:54:52Z,"United States, ","computers, education, employment potential, labor, technological change, technology, wage earners, ","Evidence on Wage Inequality, Worker Education and Technology","Wheeler, Christopher H.",Federal Reserve Bank of St. Louis,"The rise in United States wage inequality over the past two decades is commonly associated with an increase in the use of ""skill-biased"" technologies (e.g., computer equipment) in the workplace, yet relatively few studies have attempted to measure the direct link between the two. This paper explores the relationship among inequality, worker education levels, and workplace computer usage using a sample of 230 United States industries between 1983 and 2002. The results generate two primary conclusions: First, this rising inequality in the United States has been caused predomina
ntly by increasing wage dispersion within industries rather than between industries. Second, within-industry inequality is strongly tied to both the frequency of computer usage among workers and the fraction of total employment with a college degree. Both results lend support to the idea that skill-biased technological change has been an important element in the rise of United States wage inequality."
ICPSR01315.v1,2005-11-28,2015-04-09T03:25:45Z,2015-04-09T03:25:45Z,2015-04-09T03:25:45Z,,"inflation, interest rates, monetary policy, ",Monetary Policy and Commodity Futures,"Armesto, Michelle T.",Federal Reserve Bank of St. Louis,"This paper constructs daily measures of the real interest  rate and expected inflation using commodity futures prices and the  term structure of Treasury yields. We find that commodity futures  markets respond to surprise increases in the federal funds rate target  by raising the inflation rate expected over the next three to nine  months. There is no evidence that the real interest rate responds to  surprises in the federal funds target. The data from the commodity  futures markets are highly volatile. We show that one can  substantially reduce the noise using limited information estimators  such as the median change. Nevertheless, the basket of commodities  actually traded daily is quite narrow and we do not know whether our  observable rates are closely connected to the unobservable inflation  and real rates
that affect economy-wide consumption and investment decisions."
ICPSR01316.v1,2006-01-31,2015-04-09T04:32:25Z,2015-04-09T04:32:25Z,2015-04-09T04:32:25Z,,"interest rates, ",Using Implied Volatility to Measure Uncertainty About Interest Rates,"Neely, Christopher J.",Federal Reserve Bank of St. Louis,"Option prices can be used to infer the level of uncertainty  about future asset prices. The first two parts of this article explain  such measures (implied volatility) and how they can differ from the  market's true expectation of uncertainty. The third then estimates the  implied volatility of three month eurodollar interest rates from 1985  to 2001 and evaluates its ability to predict realized volatility.  Implied volatility shows that uncertainty about short-term interest  rates has been falling for almost 20 years, as the levels of interest  rates and inflation have fallen. And changes in implied volatility  are usually coincident with major news about the stock market, the real economy, and monetary policy."
ICPSR01317.v1,2005-11-28,2015-04-09T04:30:51Z,2015-04-09T04:30:51Z,2015-04-09T04:30:51Z,"United States, ","computer use, congressional districts, redistricting, ",Computer Use and Compactness in Congressional and Legislative Redistricting 1990-2000,"Altman, Micah",Harvard University,"<p>In order to study the use of computers in redistricting, in the fall of 2004 we surveyed redistricting authorities in all fifty states concerning their use of computers in the 1990 and 2000 rounds of redistricting. This dataset supplements our replication dataset for ""Crayons to Computers,"" and adds the following variables:</p>

<ul>
<li>Four variables representing the capabilities of the computer system used: soft_geographic_reports, soft_tabulation, soft_automated_redistricting, and soft_thematic_mapping</li>
<li>Two measures of plan compactness: compact_reock, compact_pa</li>
<li>One measure of competitiveness: competitiveness</li>
<li>Number of districts: number_districts</li>
</ul>"
ICPSR01318.v1,2006-01-31,2015-04-09T04:14:40Z,2015-04-09T04:14:40Z,2015-04-09T04:14:40Z,"United States, ","assassinations, civil rights, Cold War, communication, communism, computers, Great Depression, Gulf War, Internet, political violence, September 11 attack, space exploration, terrorism, transportation, Vietnam War, World War II, ","Cohorts, Chronology, and Collective Memories","Schuman, Howard","University of Michigan, Institute for Social Research","We asked Americans to tell us the national and world events that they believe to have been especially important since the 1930's, using replicated cross-section surveys carried out in 1985, in 2000, and September 11, 2001. Our primary interests are, first, in how collective memories change as new events occur, such as the end of the Cold War or the 9/11 terrorist attack, and second, in whether the origin of such memories during the critical period of adolescence and early adulthood, as well as their connection with education, remain stable over time and consistent with theory. As part of our investigation we consider four related issues: collective forgetting as well as collective remembering. The distinction between ease of recalling events and judgments of their importance. Compound events which are composed of sub-events that can be remembered separately by respondents. And larger social and technological changes difficult or impossible to date with any precision. Panel data from the second and third surveys, obtained shortly before and after 9/11, aid in determining which earlier collective memories were superseded by the terrorist attack itself."
ICPSR01319.v1,2005-07-22,2015-04-09T03:58:55Z,2015-04-09T03:58:55Z,2015-04-09T03:58:55Z,"Global, ","authoritarianism, genocide, nations, population migration, refugees, world politics, ",Refugee or Internally Displaced Person?,"Moore, Will H.",Florida State University. Department of Political Science,"The literature on the decision to abandon one's home in the  face of violence is dominated by scholarship that implicitly assumes  that forced migrants had no choice but to leave. Yet a spate of recent  studies adopts a general rational choice framework that identifies new  questions and challenges some conventional wisdom. This study builds  on that work and breaks new g
round by investigating the circumstances  that lead some countries to produce a large number of refugees and  relatively few internally displaced persons (IDPs) as opposed to a  large number of IDPs and relatively few refugees. The investigators  present the hypothesis that refugee flows are greater in the face of  state (sponsored) genocide/politicide than they are in response to  other state coercion, dissident campaigns of violence, or civil  wars. It is argued that countries surrounded by poor, authoritarian  regimes will produce fewer refugees (relative to IDPs) than those  surrounded by wealthy, democratic neighbors. A sample selection model  is employed to conduct statistical analyses using data on a global sample of countries for the period 1976-1995."
ICPSR01320.v1,2005-11-28,2015-04-09T03:15:43Z,2015-04-09T03:15:43Z,2015-04-09T03:15:43Z,"United States, ","inflation, interest rates, monetary policy, ",Discrete Monetary Policy Changes and Changing Inflation Targets in Estimated DSGE Models,"Belaygorod, Anatoliy",Washington University,"Many estimated macroeconomic models assume interest rate smoothing in the monetary policy equation. In practice, monetary policymakers adjust a target level for the federal funds rate by discrete increments. One often-neglected consequence of using a quarterly average of the daily federal funds rate in empirical work is that any change in the target federal funds rate will affect the quarterly average in the current quarter and the subsequent quarter. Despite this clear source of predictable change in the quarterly average of the federal funds rate, the vast bulk of the literature that estimates policy rules ignores information concerning the timing and magnitude of discrete changes to th
e target federal funds rate. Consequently, policy equations that include interest rate smoothing inadvertently make the strong and unnecessary assumption that the starting point for interest rate smoothing is last quarter's average level of the federal funds rate. The authors consider, within an estimated general equilibrium model, whether policymakers put weight on the end-of-quarter target level of the federal funds rate when choosing a point at which to smooth the interest rate."
ICPSR01321.v1,2005-11-28,2015-04-09T04:00:58Z,2015-04-09T04:00:58Z,2015-04-09T04:00:58Z,,"foreign exchange, ",Analysis of Recent Studies of the Effect of Foreign Exchange Interventions,"Neely, Christopher J.",Federal Reserve Bank of St. Louis,"Two recent strands of research have contributed to our understanding of the effects of foreign exchange intervention: (1) the use of high-frequency data and (2) the use of event studies to evaluate the effects of intervention. This article surveys recent empirical studies of the effect of foreign exchange intervention and analyzes the implicit assumptions and limitations of such work. After explicitly detailing such drawbacks, the paper suggests ways to better investigate the effects of intervention."
ICPSR01322.v1,2006-01-31,2015-04-09T03:04:23Z,2015-04-09T03:04:23Z,2015-04-09T03:04:23Z,,"oil prices, ",Oil Price Volatility and U.S. Macroeconomic Activity,"Guo, Hui",Federal Reserve Bank of St. Louis,"Oil shocks exert influence on macroeconomic activity  through various channels, many of which imply a symmetric effect.  However, the effect can also be asymmetric. In particular, sharp oil  price changes ""either increases or decreases"" may reduce aggregate  output temporarily because they delay business investment by raising  uncertainty or induce costly sectoral resource reallocation.  Consistent with these asymmetric-effect hypotheses, the authors find  that a volatility measure constructed using daily crude oil futures  prices has a negative and significant effect on future gross domestic  product (GDP) growth over the period 1984-2004. Moreover, the effect  becomes more significant after oil price changes are also included in  the regression to control for the symmetric effect. The evidence here  provides economic rationales for Hamilton's (2003) nonlinear oil shock  measure: It captures overall effects, both symmetric and asymmetric,
of oil price shocks on output."
ICPSR01323.v1,2006-01-31,2015-04-09T04:36:51Z,2015-04-09T04:36:51Z,2015-04-09T04:36:51Z,"United States, ","economics, geographic information systems, research models, ",Using Geographic Information Systems to Study Interstate Competition,"Berry, William D.",Florida State University,"Scholars have proposed two distinct explanations for why  policies diffuse across American states: (1) policymakers learn by  observing the experiences of nearby states, and (2) states seek a  competitive economic advantage over other states. The most common  empirical approach for studying interstate influence is modeling an  indicator of a state's policy choice as a function of its neighbors'  policies, with each neighbor weighted equally. This can appropriately  specify one form of learning model, but it does not adequately test  for interstate competition: when a policy diffuses due to competition,  states' responses to other states vary depending on the size and  location of specific populations. The authors of this article  illustrate with two substantive applications how geographic  information systems (GI
S) can be used to test for interstate  competition. They find that lottery adoptions diffuse due to  competition, rather than learning, but find no evidence of competition  in state choices about welfare benefits. The authors' empirical  approach can also be applied to competition among nations and local jurisdictions."
ICPSR01324.v1,2006-01-31,2015-04-09T03:16:53Z,2015-04-09T03:16:53Z,2015-04-09T03:16:53Z,"United States, ","federal government, government, local government, state government, ",On the Size and Growth of Government,"Garrett, Thomas A",St. Mary's College of Maryland,"The size of the United States federal government, as well  as state and local governments, increased dramatically during the 20th  century. This paper reviews several theories of government size and  growth that are dominant in the public choice and political science  literature. The theories are divided into two categories:  citizen-over-state theories and state-over-citizen theories. The  relationship between the 16th Amendment to the United States  Constitution and the timing of government growth is also presented. It  is likely that portions of each theory can explain government size and  growth but the challenge facing economists is to develop a single unifying theory of government growth."
ICPSR01325.v1,2006-01-31,2015-04-09T03:49:31Z,2015-04-09T03:49:31Z,2015-04-09T03:49:31Z,"United States, ","loans, mortgages, ",The Evolution of the Subprime Mortgage Market,"Chomsisengphet, Souphala",Office of the Comptroller of the Currency,"This paper describes subprime lending in the mortgage  market and how it has evolved through time. Subprime lending has  introduced a substantial amount of risk-based pricing into the  mortgage market by creating a myriad of prices and product choices  largely determined by borrower credit history (mortgage and rental  payments, foreclosures and bankruptcies, and overall credit scores)  and down payment requirements. Although subprime lending still differs  from prime lending in many ways, much of the growth (at least in the  securitized portion of the market) has come in the least-risky (A-)  segment of the market. In addition, lenders have imposed prepayment  penalties to extend the duration of loans and required larger down payments to lower their credit risk exposure from high-risk loans."
ICPSR01326.v1,2006-01-31,2015-04-09T03:20:13Z,2015-04-09T03:20:13Z,2015-04-09T03:20:13Z,"United States, ","monetary policy, ",The Fed's Monetary Policy Rule,"Poole, William",Federal Reserve Bank of St. Louis,"This article was originally presented as a speech at the Cato Institute, Washington, DC, October 14, 2005"
ICPSR01327.v1,2006-10-02,2015-04-09T03:33:11Z,2015-04-09T03:33:11Z,2015-04-09T03:33:11Z,"United States, ","businesses, entrepreneurs, income tax, policy, tax rates, ",Entrepreneurship and the Policy Environment,"Georgellis, Yannis",Brunel University. Department of Economics and Finance,"This paper uses a panel approach to examine the effect that  the government-policy environment has on the level of entrepreneurship.  Specifically, the authors investigate whether marginal income tax  rates and bankruptcy exemptions influence rates of entrepreneurship.  Whereas previous work in the literature finds that both policies are  positively related to entrepreneurship, these results show  non-monotonic relationships: a U-shaped relationship between marginal  tax rates and entrepreneurship and an S-shaped relationship between bankruptcy exemptions and entrepreneurship."
ICPSR01328.v1,2006-10-02,2015-04-09T04:28:13Z,2015-04-09T04:28:13Z,2015-04-09T04:28:13Z,"United States, ","economic growth, economic recovery, employment, labor force, productivity, recession, ",Using Cyclical Regimes of Output Growth to Predict Jobless Recoveries,"Dueker, Michael J.",Federal Reserve Bank of St. Louis,"Gaps between output and employment growth are often  attributed to transitional phases by which the economy adjusts to  shifts in the rate of trend productivity growth. Nevertheless,  cyclical factors can also drive a wedge between output and employment  growth. This article shows that one measure of cyclical dynamics--the  expected output loss associated with a recession--helps predict the  gap between output and employment growth in the coming four quarters.  This measure of the output loss associated with a recession can take  unexpected twists and turns as the recovery unfolds. The empirical  results in this paper support the
proposition that a  weaker-than-expected rebound in the economy can partially mute employment growth for a time relative to output growth."
ICPSR01329.v1,2006-10-02,2015-04-09T03:04:04Z,2015-04-09T03:04:04Z,2015-04-09T03:04:04Z,"United States, ","college degrees, economic growth, educational background, labor force, labor markets, population distribution, ",Human Capital Growth in a Cross Section of U.S. Metropolitan Areas,"Wheeler, Christopher H.",Federal Reserve Bank of St. Louis,"Human capital growth, defined as the change in the fraction of a metropolitan area's labor force with a bachelor's degree, is typically viewed as generating a number of desirable outcomes, including economic growth. Yet, in spite of its importance, few empirical studies have explored why some economies accumulate more human capital than others. This paper attempts to do so using a sample of more than 200 metropolitan areas in the United States over the years 1980, 1990, and 2000. The results reveal two consistently significant correlates of human capital growth: population and the existing stock of colleg
e-educated labor. Given that population growth and human capital growth are both positively associated with education, these results suggest that the geographic distributions of population and human capital should have become more concentrated in recent decades. That is, larger, more-educated metropolitan areas should have exhibited the fastest rates of increase in both population and education and thus 'pulled away' from smaller, less-education metropolitan areas. The evidence largely supports this conclusion."
ICPSR01330.v1,2006-10-02,2015-04-09T03:09:28Z,2015-04-09T03:09:28Z,2015-04-09T03:09:28Z,"United States, ","economic forecasting, economic growth, interest rates, macroeconomics, ",Macroeconomic News and Real Interest Rates,"Kliesen, Kevin L.",Federal Reserve Bank of St. Louis,"Economic news affects the perceptions of investors,  forecasters, and policymakers about the strength or weakness of the  economy. These expectations are updated on the basis of regularly  occurring surprises in macroeconomic announcement data. The response  of asset prices to positive or negative announcement surprises has  been a regular feature of the literature for more than 20 years. In  this vein, the authors evaluate the responses of the yield of 10-year  Treasury inflation-indexed securities to nearly three dozen  macroeconomic announcements. They find that the real long-term rate of  interest responds positively to surprises in a handful of key  macroeconomic indicators, including labor productivity g
rowth. Also,  the authors find no support for the proposition that the Federal  Reserve has information about its actions or the state of the real  economy that is not in the public domain and, hence, not already priced in the real long-term interest rate."
ICPSR01331.v1,2006-10-02,2015-04-09T04:13:42Z,2015-04-09T04:13:42Z,2015-04-09T04:13:42Z,"United States, ","body image, physical appearance, ",Seven Tenths Incorrect: Heterogeneity and Change in the Waist-to-Hip Ratios of Playboy Centerfold Models and Miss America Pageant Winners,"Freese, Jeremy",University of Wisconsin-Madison,"Drawing on an article by Singh (1993), many discussions of  the evolutionary psychology of heterosexual male preferences have  reported a remarkable consistency in the waist-to-hip ratios of  Playboy centerfold models and Miss America pageant winners over  time. We re-examine the measurement data on these American beauty icons  and show that these reports are false in several ways. First, the  variation in waist-to-hip ratios among these women is greater than  reported. Second, the center of the distribution of waist-to-hip  ratios is not 0.70, but less than this. Third, the average  waist-to-hip ratio within both samples has changed over time in a  manner that is statistically significant and can
be regarded as  mutually consistent. Taken together, the findings undermine some of  the evidence given for the repeated suggestion that there is something  special--evolutionarily hard-wired or otherwise--about a specific  female waist-to-hip ratio of 0.70 as a preference of American heterosexual males."
ICPSR01332.v1,2006-11-29,2015-04-09T03:04:06Z,2015-04-09T03:04:06Z,2015-04-09T03:04:06Z,,"forecasting models, markets, monetary policy, ",What Are the Odds? Option-Based Forecasts of FOMC Target Changes,"Emmons, William R.",Federal Reserve Bank of St. Louis,"This article uses the probability forecasts derived from  options to assess evolving market uncertainty about Federal Reserve  monetary policy actions in a variety of recent events and episodes.  Options on federal funds futures contracts reveal a complete  probability density function over possible Federal Reserve target  rates, thus augmenting the expectations provided by federal funds  futures contracts. Option-based forecasts are most useful when more  than two federal funds target outcomes are plausible at an upcoming policy meeting."
ICPSR01333.v1,2006-11-29,2015-04-09T03:40:10Z,2015-04-09T03:40:10Z,2015-04-09T03:40:10Z,,"communications systems, electronic commerce, markets, ",Transition to Electronic Communications Networks in the Secondary Treasury Market,"Mizrach, Bruce",Rutgers University,"This article reviews the history of the recent shift to  electronic trading in equity, foreign exchange, and fixed-income  markets. The authors analyze a new data set: the eSpeed electronic  Treasury network. They contrast the market microstructure of the  eSpeed trading platform with the traditional voice-assisted networks  that report through GovPX. The electronic market (eSpeed) has greater  volume, smaller spreads, and a lower estimated trade impact than the voice market (GovPX)."
ICPSR01334.v1,2006-11-29,2015-04-09T04:28:01Z,2015-04-09T04:28:01Z,2015-04-09T04:28:01Z,"United States, ","economic trends, Gross Domestic Product, manufacturing industry, natural gas, prices, ",Rising Natural Gas Prices and Real Economic Activity,"Kliesen, Kevin L.",Federal Reserve Bank of St. Louis,"In the aftermath of the disruptions caused by hurricanes  Katrina and Rita, natural gas prices rose to record-high levels.  Because natural gas is an important energy source for the United  States economy, there was widespread concern that these high prices  might cause a significant slowing in the economy-especially among  those manufacturing industries that heavily consume natural gas. The  analysis presented in this article suggests that output is responsive  to natural gas prices in some manufacturing sectors. Although perhaps  significant, this result must be balances against the findings that,  when the analysis is extended to the macroeconomy (real gross domestic  product growth), increases in crude oil prices significantly predict re
al gross domestic product growth, but natural gas prices do not."
ICPSR01335.v1,2006-11-29,2015-04-09T04:12:59Z,2015-04-09T04:12:59Z,2015-04-09T04:12:59Z,"United States, ","communications systems, labor productivity, technological change, ",The 1990s Acceleration in Labor Productivity: Causes and Measurement,"Anderson, Richard G.",Federal Reserve Bank of St. Louis,"The acceleration of labor productivity growth that began  during the mid-1990s is the defining economic event of the past  decade. A consensus has arisen among economists that the acceleration  was caused by technological innovations that decreased the  quality-adjusted prices of semiconductors and related information and  communications technology (ICT) products, including digital  computers. In sharp contrast to the previous 20 years,  services-producing sectors heavy users of ICT products-led the  productivity increase, besting even a robust manufacturing sector. In  this article, the authors survey the performance of the  services-producing and goods-producing sectors and examine revisions  to
aggregate labor productivity data of the type commonly discussed by  policymakers. The revisions, at times, were large enough to reverse  preliminary conclusions regarding productivity growth slowdowns and  accelerations. The anticipated acceleration in the services sector and  the large size of revisions to aggregate data combine to shed light on why economists were slow to recognize the productivity acceleration."
ICPSR01336.v1,2006-12-01,2015-04-09T04:01:09Z,2015-04-09T04:01:09Z,2015-04-09T04:01:09Z,,"inflation, monetary policy, ",Do Inflation Targeters Outperform Non-Targeters?,"Dueker, Michael J.",Federal Reserve Bank of St. Louis,"Ten years of empirical studies of inflation targeting have  not uncovered clear evidence that monetary policy that incorporates  formal targets imparts better inflation performance. The authors  survey the literature and find that the ""no difference"" verdict  concerning inflation targeting has been robust to a wide range of  countries and methods of analysis, starting with a study by Dueker and  Fischer (1996a). The authors present updated Markov-switching  estimates from the original Dueker and Fisher (1996a) article and show  that their early conclusions about inflation targeting among early  adopters have not been overturned with an additional decade of data.  These findings to date do not rule out the possibility, however, that  formal inflation targets could prove pivotal if the global environment of disinflation were to reverse course."
ICPSR01337.v1,2006-11-29,2015-04-09T04:09:28Z,2015-04-09T04:09:28Z,2015-04-09T04:09:28Z,"United States, ","financial institutions, housing costs, loans, mortgages, ",What Happens to Banks When House Prices Fall? U.S. Regional Busts of the 1980s and 1990s,"Wheelock, David C.",Federal Reserve Bank of St. Louis,"The recent rapid appreciation of house prices in many U.S.  markets has prompted concern over the possible effects of a sharp  decline in prices, especially for commercial banks and other real  estate lenders. This article examines regional real estate booms and  busts in the 1980s and 1990s: Only about half of state house price  booms were followed by a severe decline in prices, but large house  price declines experienced high loan default rates and, thus, low  profit and high failure rates. Although U.S. banks may have become  more exposed to residential real estate recently, they appear less  vulnerable to a decline in house prices than banks in states with large price declines in the earlier period."
ICPSR01338.v1,2006-11-30,2015-04-09T04:28:39Z,2015-04-09T04:28:39Z,2015-04-09T04:28:39Z,"United States, ","home owners, home ownership, mortgage companies, mortgages, ",Recent Trends in Homeownership,"Garriga, Carlos",Florida State University,"The homeownership rate began to trend upward in 1995 after  years of being relatively constant, near 64 percent. This article  describes recent changes in the share of United States housing that is  owner-occupied and explores the reasons for the surprising rise over  the past decade. Explanations that have been offered include  demographics, low mortgage rates, changes in housing policy, and  innovations in the mortgage financial market. Of all these  explanations, the most plausible one is that innovations in the  financial markets increased access to mortgage finance, mainly by  reducing downpayment constraints and allowing younger people to buy homes."
ICPSR01339.v1,2007-01-15,2015-04-09T03:10:25Z,2015-04-09T03:10:25Z,2015-04-09T03:10:25Z,,"policy making, public policy, treatment, ",Repeated Events Survival Models: The Conditional Frailty Model,"Box-Steffensmeier, Janet M.",Ohio State University,"Repeated events processes are ubiquitous across a great  range of important health, medical, and public policy applications,  but models for these processes have serious limitations. Alternative  estimators often produce different inferences concerning treatment  effects due to bias and inefficiency. We recommend a robust strategy  for the estimation of effects in medical treatments, social  conditions, individual behaviors, and public policy programs in  repeated events survival models under three common conditions:  heterogeneity across individuals, dependence across the number of  events, and both heterogeneity and event dependence. We develop a new  model for repeated events processes that accurately accounts for the
various conditions of heterogeneity and event dependence by using a  frailty term, stratification, and gap time formulation of the risk  set. We examine the performance of these models and others that are  commonly used in applied work using Monte Carlo simulations, and apply the findings to data on chronic granulomatous disease and cystic."
ICPSR01340.v1,2007-03-16,2015-04-09T03:30:45Z,2015-04-09T03:30:45Z,2015-04-09T03:30:45Z,"United States, ","economic policy, Federal Reserve System, ",Understanding the Fed,"Poole, William",Federal Reserve Bank of St. Louis,"This article was originally presented as a speech at the   Dyer County Chamber of Commerce Annual Membership Luncheon, Dyersburg,  Tennessee, August 31, 2006."
ICPSR01341.v1,2007-03-16,2015-04-09T03:24:33Z,2015-04-09T03:24:33Z,2015-04-09T03:24:33Z,"United States, ","bankruptcy, credit card debt, personal debt, personal finances, savings, ",The Rise in Personal Bankruptcies: The Eighth Federal Reserve District and Beyond,"Garrett, Thomas A.",Federal Reserve Bank of St. Louis,"Personal bankruptcy filings in the United States increased,  per capita, nearly 350 percent between 1980 and 2005. This paper first  addresses the changes in economic and institutional factors that have  occurred over the past 100 years, many of which have occurred in the  past 30 years, which are likely contributors to the dramatic rise in  personal bankruptcy filings seen across the country. These factors  include a reduction in personal savings, an increase in consumer debt,  the proliferation of revolving credit, changes to bankruptcy law, and  a reduced social stigma associated with filing for bankruptcy. Given  the availability of bankruptcy data at various lev
els of aggregation,  the remaining sections of the paper contain results from several  different empirical analyses of bankruptcy filings using various data  sets. Careful attention is paid to personal bankruptcy filings in counties located in Eighth Federal Reserve District states."
ICPSR01342.v1,2007-03-16,2015-04-09T03:46:51Z,2015-04-09T03:46:51Z,2015-04-09T03:46:51Z,"United States, ","mortgages, loans, financial policy, ",The Varying Effects of Predatory Lending Laws on High-Cost Mortgage Applications,"Ho, Giang",University of California-Los Angeles,"Federal, state, and local predatory lending laws are  designed to restrict and in some cases prohibit certain types of  high-cost mortgage credit in the subprime market. Empirical evidence  using the spatial variation in these laws shows that the aggregate  flow of high-cost mortgage credit can increase, decrease, or be  unchanged after these laws are enacted. Although it may seem  counterintuitive to find that a law that prohibits lending could be  associated with more lending, it is hypothesized that a law may reduce  the cost of sorting honest loans from dishonest loans and lessens  borrowers' fears of predation, thus stimulating the high-cost mortgage market."
ICPSR01343.v1,2007-03-20,2015-04-09T03:37:15Z,2015-04-09T03:37:15Z,2015-04-09T03:37:15Z,"United States, ","neighborhood characteristics, neighborhoods, unemployment, urban areas, ",Trends in Neighborhood-Level Unemployment in the United States: 1980 to 2000,"Wheeler, Christopher H.",Federal Reserve Bank of St. Louis,"Although the average rate of unemployment across U.S.  metropolitan areas declined between 1980 and 2000, the geographic  concentration of the unemployed rose sharply over this period. That  is, residential neighborhoods throughout the nation's metropolitan  areas became increasingly divided into high- and low-unemployment  areas. This paper documents this trend using data on more than 165,000  U.S. Census block groups (neighborhoods) in 361 metropolitan areas  over the years 1980, 1990, and 2000. It also examines three potential  explanations: (i) urban decentralization, (ii) industrial shifts and  declining unionization, and (iii) increasing segregation by income and  education. The results offer little support for either of the
first  two explanations. Rising residential concentration of the unemployed  shows little association with changes in population density,  industrial composition, or union activity. It does, however, show a  significant association with both the degree of segregation according  to income as well as education, suggesting that decreases in the  extent to which individuals with different levels of income and  education live in the same neighborhood may help account for this trend."
ICPSR01344.v1,2007-05-16,2015-04-09T03:51:14Z,2015-04-09T03:51:14Z,2015-04-09T03:51:14Z,,"inflation rates, price fluctuations, price trends, ",The Lower and Upper Bounds of the Federal Open Market Committee's Long-Run Inflation Objective,"Thornton, Daniel L.",Federal Reserve Bank of St. Louis,"It is widely acknowledged that the Fed can control the  average inflation rate over a period of time reasonably well. Because  of this and the Federal Open Market Committee's (FOMC's) long-standing  commitment to price stability, the author argues that the FOMC has an  implicit long-run inflation objective (LIO) lower and upper bounds to  the long-run inflation rate. He shows that the statements made by the  FOMC in 2003 clarified the lower bound of its LIO and that the average  of long-run inflation expectations responded by rising about 80 basis  points. Moreover, consistent with reducing the market's uncertainty  about the FOMC's LIO, long-run inflation expectations became more  stable. The FOMC has recently been more specific about the upper bound  of its LIO as
well. The FOMC could eliminate the remaining uncertainty by establishing an explicit, numerical inflation objective."
ICPSR01345.v1,2007-05-16,2015-04-09T03:59:57Z,2015-04-09T03:59:57Z,2015-04-09T03:59:57Z,"United States, ","business cycles, consumption, ",Granger Causality and Equilibrium Business Cycle Theory,"Yi, Wen",Federal Reserve Bank of St. Louis,"Postwar United States data show that consumption growth  'Granger-causes' output and investment growth, which is puzzling if  technology is the driving force of the business cycle. The author asks  whether general equilibrium models with information frictions and  non-technology shocks can rationalize the observed causal relationships. His conclusion is they cannot."
ICPSR01346.v1,2007-05-16,2015-04-09T04:41:01Z,2015-04-09T04:41:01Z,2015-04-09T04:41:01Z,"United States, ","monetary policy, ",Milton Friedman and U.S. Monetary History: 1961-2006,"Nelson, Edward",Federal Reserve Bank of St. Louis,"This paper, using extensive archival material from several countries, brings together scattered information about Milton Friedman's views and predictions regarding United States monetary policy developments after 1960 (i.e., the period beyond that covered by his and Anna Schwartz's Monetary History of the United States). The author evaluates these interpretations and predictions in light of subsequent events."
